timestamp,event_type,trial_id,cue_class,predicted_class,accuracy,error_type,confidence,reaction_time,coins_collected,artifact_flag,details
0.00040408316999673843,session_start,,,,,,,,,,"difficulty=easy, trials=5, mi_mode=False"
0.000632499810308218,trial_start,1,,,,,,,,,difficulty=easy
0.0014533749781548977,coin_spawned,1,,,,,,,0,,"coin_lane=1, agent_pos=0"
1.0067726662382483,cue_right,1,right,,,,,,0,,agent_pos=0
1.283583499956876,feedback_correct,1,,right,True,,,276,0,,"intended=MOVE_RIGHT, executed=MOVE_RIGHT, movement_required=RIGHT"
1.7650615409947932,coin_collected,1,,,,,,,1,,"coin_lane=1, agent_pos=1"
2.2555940002202988,coin_spawned,1,,,,,,,1,,"coin_lane=2, agent_pos=1"
2.609768208116293,cue_right,1,right,,,,,,1,,agent_pos=1
3.460737499874085,feedback_correct,1,,right,True,,,850,1,,"intended=MOVE_RIGHT, executed=MOVE_RIGHT, movement_required=RIGHT"
4.454936291091144,coin_collected,1,,,,,,,2,,"coin_lane=2, agent_pos=2"
4.945492125116289,coin_spawned,1,,,,,,,2,,"coin_lane=3, agent_pos=2"
5.299618540797383,cue_right,1,right,,,,,,2,,agent_pos=2
5.333413333166391,feedback_correct,1,,right,True,,,33,2,,"intended=MOVE_RIGHT, executed=MOVE_RIGHT, movement_required=RIGHT"
6.498015583027154,coin_collected,1,,,,,,,3,,"coin_lane=3, agent_pos=3"
6.5017450409941375,trial_end,1,,,,,,,3,,
9.018405000213534,trial_start,2,,,,,,,,,difficulty=easy
9.019186249934137,coin_spawned,2,,,,,,,0,,"coin_lane=-1, agent_pos=0"
10.008980750106275,cue_left,2,left,,,,,,0,,agent_pos=0
10.608671708032489,feedback_correct,2,,left,True,,,599,0,,"intended=MOVE_LEFT, executed=MOVE_LEFT, movement_required=LEFT"
11.011579375248402,coin_collected,2,,,,,,,1,,"coin_lane=-1, agent_pos=-1"
11.50306124985218,coin_spawned,2,,,,,,,1,,"coin_lane=-2, agent_pos=-1"
11.858704375103116,cue_left,2,left,,,,,,1,,agent_pos=-1
12.625579500105232,feedback_correct,2,,left,True,,,766,1,,"intended=MOVE_LEFT, executed=MOVE_LEFT, movement_required=LEFT"
13.632011583074927,coin_collected,2,,,,,,,2,,"coin_lane=-2, agent_pos=-2"
14.12150116590783,coin_spawned,2,,,,,,,2,,"coin_lane=-3, agent_pos=-2"
14.476114000193775,cue_left,2,left,,,,,,2,,agent_pos=-2
