timestamp,event_type,trial_id,cue_class,predicted_class,accuracy,error_type,confidence,reaction_time,coins_collected,artifact_flag,details
0.001073999796062708,session_start,,,,,,,,,,"difficulty=easy, trials=5, mi_mode=False"
0.0011526667512953281,trial_start,1,,,,,,,,,difficulty=easy
0.0011902917176485062,practice_trial,1,,,,,,,,,trial=1
0.0013377917930483818,coin_spawned,1,,,,,,,0,,"coin_lane=1, agent_pos=0"
0.3497764999046922,cue_right,1,right,,,,,,0,,agent_pos=0
4.377660708036274,feedback_correct,1,,right,True,,,4027,0,,"intended=MOVE_RIGHT, executed=MOVE_RIGHT, movement_required=RIGHT"
4.719771166797727,coin_collected,1,,,,,,,1,,"coin_lane=1, agent_pos=1"
5.203879207838327,coin_spawned,1,,,,,,,1,,"coin_lane=2, agent_pos=1"
5.5562869580462575,cue_right,1,right,,,,,,1,,agent_pos=1
9.56778462510556,feedback_correct,1,,right,True,,,4011,1,,"intended=MOVE_RIGHT, executed=MOVE_RIGHT, movement_required=RIGHT"
9.924847832880914,coin_collected,1,,,,,,,2,,"coin_lane=2, agent_pos=2"
10.411631291732192,coin_spawned,1,,,,,,,2,,"coin_lane=3, agent_pos=2"
10.76343591697514,cue_right,1,right,,,,,,2,,agent_pos=2
14.78852374991402,feedback_correct,1,,right,True,,,4025,2,,"intended=MOVE_RIGHT, executed=MOVE_RIGHT, movement_required=RIGHT"
15.142184167169034,coin_collected,1,,,,,,,3,,"coin_lane=3, agent_pos=3"
15.146007166709751,trial_end,1,,,,,,,3,,
17.663727374747396,trial_start,2,,,,,,,,,difficulty=easy
17.663932332769036,practice_trial,2,,,,,,,,,trial=2
17.664218166843057,coin_spawned,2,,,,,,,0,,"coin_lane=1, agent_pos=0"
18.014232541900128,cue_right,2,right,,,,,,0,,agent_pos=0
22.031296167057008,feedback_correct,2,,right,True,,,4017,0,,"intended=MOVE_RIGHT, executed=MOVE_RIGHT, movement_required=RIGHT"
22.383545082993805,coin_collected,2,,,,,,,1,,"coin_lane=1, agent_pos=1"
22.872940958011895,coin_spawned,2,,,,,,,1,,"coin_lane=2, agent_pos=1"
23.225491082761437,cue_right,2,right,,,,,,1,,agent_pos=1
27.243443707935512,feedback_correct,2,,left,False,secondary,,4017,1,,"intended=MOVE_LEFT, executed=MOVE_LEFT, movement_required=RIGHT"
28.94786616694182,coin_missed,2,,,,,,,1,,"coin_lane=2, agent_pos=0"
29.94091891683638,coin_spawned,2,,,,,,,1,,"coin_lane=1, agent_pos=0"
30.295103500131518,cue_right,2,right,,,,,,1,,agent_pos=0
34.30716533306986,feedback_correct,2,,left,False,secondary,,4012,1,,"intended=MOVE_LEFT, executed=MOVE_LEFT, movement_required=RIGHT"
36.01181670790538,coin_missed,2,,,,,,,1,,"coin_lane=1, agent_pos=-1"
37.005823499988765,coin_spawned,2,,,,,,,1,,"coin_lane=-2, agent_pos=-1"
37.35947066685185,cue_left,2,left,,,,,,1,,agent_pos=-1
41.767750499770045,feedback_correct,2,,left,True,,,4408,1,,"intended=MOVE_LEFT, executed=MOVE_LEFT, movement_required=LEFT"
42.13486025016755,coin_collected,2,,,,,,,2,,"coin_lane=-2, agent_pos=-2"
42.62029808294028,coin_spawned,2,,,,,,,2,,"coin_lane=-3, agent_pos=-2"
42.97628687508404,cue_left,2,left,,,,,,2,,agent_pos=-2
46.999587417114526,feedback_correct,2,,right,False,secondary,,4023,2,,"intended=MOVE_RIGHT, executed=MOVE_RIGHT, movement_required=LEFT"
48.70028587477282,coin_missed,2,,,,,,,2,,"coin_lane=-3, agent_pos=-1"
49.69824320776388,coin_spawned,2,,,,,,,2,,"coin_lane=0, agent_pos=-1"
50.0497969170101,cue_right,2,right,,,,,,2,,agent_pos=-1
54.06771962484345,feedback_correct,2,,right,True,,,4017,2,,"intended=MOVE_RIGHT, executed=MOVE_RIGHT, movement_required=RIGHT"
54.421592416707426,coin_collected,2,,,,,,,3,,"coin_lane=0, agent_pos=0"
54.42592749977484,trial_end,2,,,,,,,3,,
56.933346583042294,trial_start,3,,,,,,,,,difficulty=easy
56.9338284577243,practice_trial,3,,,,,,,,,trial=3
56.93429629178718,coin_spawned,3,,,,,,,0,,"coin_lane=1, agent_pos=0"
57.28740670811385,cue_right,3,right,,,,,,0,,agent_pos=0
61.3052416248247,feedback_correct,3,,left,False,secondary,,4017,0,,"intended=MOVE_LEFT, executed=MOVE_LEFT, movement_required=RIGHT"
63.007808207999915,coin_missed,3,,,,,,,0,,"coin_lane=1, agent_pos=-1"
64.00909445807338,coin_spawned,3,,,,,,,0,,"coin_lane=0, agent_pos=-1"
64.36416941694915,cue_right,3,right,,,,,,0,,agent_pos=-1
69.3691894998774,cue_right,3,right,,,,,,0,,agent_pos=-1
74.87246241699904,coin_missed,3,,,,,,,0,,"coin_lane=0, agent_pos=-1"
75.86359929200262,coin_spawned,3,,,,,,,0,,"coin_lane=0, agent_pos=-1"
76.21938462508842,cue_right,3,right,,,,,,0,,agent_pos=-1
81.22892124997452,cue_right,3,right,,,,,,0,,agent_pos=-1
86.73204987496138,coin_missed,3,,,,,,,0,,"coin_lane=0, agent_pos=-1"
87.73116162512451,coin_spawned,3,,,,,,,0,,"coin_lane=0, agent_pos=-1"
88.08415937516838,cue_right,3,right,,,,,,0,,agent_pos=-1
